Group ID
10366
41510
54637
63868
67787
85432
88017
126428
145964
224739
268859
276071
302192
303820
371591
428580
506522
507383
514722
583947
635921
741891
781619
882584
999505
1029979
1059603
1141992
1248801
1270543
1282668
1312156
1318900
1326898
1330822
1330989
1331994
1344405
1349042
1395018
1400108
1412351
1478004
1480942
1485890
1488517
1500687
1519036
1520708
1530362
1530942
1551982
1558723
1561631
1576211
1581334
1596737
1603556
1634442
1635864
1640449
1640771
1642886
1652525
1684534
1700873
1718733
1723916
1730736
1753834
1756412
1764586
1769932
1773052
1773927
1782914
1791087
1792120
1816691
1931841
2297711
2352621
2376061
2677502
2703142
2875042
2949832
3056852
3088352
3113672
3121142
3170512
3176262
3299612
3299762
3349842
3394792
3544832
3664262
3770852
3815252
3849892
3862312
3898462
4076772
4232582
4544272
4568672
4695962
4729692
4903052
4994902
5000722
5350012
5469382
5628352
5864062
5956542
6009942
6049772
6060022
6297692
6468342
6470752
6504092
6573292
6708932
6926022
7047252
7168162
7269632
7474622
7650512
7748582
7808532
7809052
7818632
7872022
7946662
8120412
8197742
8316422
8319192
8328772
8404922
8590132
8642702
8741792
8918932
9014262
9119982
9137092
9264542
9273112
9497212
9640692
9753132
9759622
9903332
10042382
10241662
10708432
10735312
10918082
11031942
11048712
11060562
11064482
11209832
11242842
11497382
11512432
11613032
11711942
11934892
12039332
12054692
12338002
12721352
12866472
12893402
12893962
13043382
13049922
13050542
13158662
13261322
13371652
13426182
13452012
13452572
13563532
13734632
13790872
13981532
14531472
14815192
14957372
15074182
16045572
16142882
16192762
16204522
16222262
16251642
16287492
16355082
16377642
16778812
16925632
16942182
17012202
17099012
17359182
18068252
18178537
18179831
18194328
18212345
18228877
18243075
18288294
18289411
18302864
18314495
18347400
18363436
18370065
18376813
18387336
18392388
18403808
18406695
18419106
18420979
18423216
18432608
18448676
18449276
18463238
18468154
18475259
18476922
18494579
18503071
18510704
18518190
18522671
18530449
18544607
18549108
18549764
18554626
18558244
18568176
18570731
18579083
18588421
18595721
18602928
18603139
18619642
18623893
18627724
18629012
18629188
18642408
18646419
18648515
18664157
18674476
18676489
18677069
18680854
18687399
18700297
18701716
18703143
18710888
18714757
18718827
18724713
18726420
18727432
18728140
18739015
18794226
18795299
18796265
18799529
18801661
18804759
18805347
18820092
18821234
18827141
18838041
18839438
18850363
18851497
18853246
18854573
18860259
18867619
18870788
18873788
18878499
18890726
18898954
18905140
18921412
18925445
18948740
18956951
18961172
18963992
18993488
19012838
19015111
19020568
19033002
19051959
19060590
19063639
19083400
19086811
19110593
19128275
