214629162,150092852
214629162,182953810
214629162,11715358
214629162,68421572
214629162,10065646
214629162,6051049
214629162,73443922
214629162,66476212
214629162,13872223
219537970,8491195
219537970,182731013
219537970,115371482
219537970,183590134
219537970,150092852
219537970,99422482
219537970,49244852
219537970,189077086
219537970,135270732
219537970,8333103
219537970,129655832
219537970,70163612
219537970,12452751
219537970,7636650
219537970,11660869
219537970,13387848
219537970,60610742
219537970,147542422
219537970,11901370
219537970,191308012
219537970,191372920
219537970,120054602
219537970,48434802
219537970,1595992
219537970,8544889
219537970,183256363
219537970,13058454
219537970,13162669
219537970,3942483
219537970,118432622
219537970,14318995
219537970,103763912
219537970,191434454
219537970,55314132
219537970,73756072
219537970,184245393
219537970,190833984
219537970,191751097
219537970,114415412
219733207,176646382
219733207,9287140
219733207,89226932
219733207,14535079
219733207,47213272
219733207,9070709
219733207,97657032
219803070,12600264
219803070,188829035
219803070,139408272
219803070,96833492
219803070,184254558
220616702,106729352
220616702,11355325
220616702,106729662
220616702,4267913
220616702,48189542
220616702,134944752
220616702,116398072
220616702,15322541
220616702,58719802
220616702,7768539
220616702,190002171
220616702,190022752
220616702,155349902
220616702,143575572
220616702,149030712
220616702,114743652
220616702,4760932
220616702,85356822
220616702,127042882
220616702,141516392
220616702,186635478
220616702,136103582
220616702,26545572
220616702,13963951
220616702,117785642
220616702,41915032
220616702,12690196
220616702,185701988
220616702,188599265
220705111,47213272
220705111,12148405
220705111,97657032
220705111,9287140
220705111,14535079
220705111,176646382
220705111,89226932
221198101,8265455
221198101,9629390
221198101,5177006
221198101,161020932
221198101,14535079
221198101,184009333
221198101,9070709
221198101,155380482
221198101,191156289
221461720,178543982
221461720,182614544
221461720,162458792
221461720,78623212
221461720,87806132
221461720,8491195
221461720,76086152
221461720,10831907
221461720,14268974
221461720,183637314
221461720,166461492
221461720,163807172
221461720,183308024
221461720,140119232
221461720,51439282
221461720,65607412
221461720,47111662
221461720,189607800
221461720,179490122
221461720,133859052
221461720,187168981
221461720,217933
221461720,183079114
221461720,187960593
221461720,159716942
221461720,162365942
221461720,159677282
221461720,161043712
221461720,152212932
221461720,131931952
221683311,98765062
221683311,92275762
221683311,16923041
221683311,24177722
221683311,28337752
221683311,14662936
221683311,9435928
221683311,190087196
221683311,120052842
221683311,13512735
221683311,190445947
221683311,71559082
221683311,4216282
221683311,1066772
221714734,134784462
221714734,49813702
221714734,52545892
221714734,181584212
221993862,3735594
221993862,76844292
221993862,84337412
221993862,83050032
221993862,151684302
221993862,136914502
221993862,9724419
221993862,12395765
221993862,12937388
221993862,149501842
221993862,119519002
221993862,39358872
221993862,77976052
221993862,136595632
221993862,122414542
221993862,183020698
221993862,81390362
221993862,81438722
221993862,187499371
221993862,72444322
221993862,188547412
221993862,108263592
221993862,177944032
221993862,190545096
221993862,189137760
221993862,83491002
221993908,3735594
221993908,629443
221993908,75219092
221993908,72448892
221993908,151684302
221993908,109905562
221993908,80827912
221993908,12395765
221993908,76844292
221993908,65157452
221993908,82928382
221993908,72444322
221993908,183020698
221993908,149501842
221993908,9724419
221993908,160642262
221993908,83050032
221993908,119519002
221993908,87293232
221993908,191415405
221993908,81438722
221993908,77976052
221993908,81390362
221993908,87044142
222255004,6386356
222255004,185183406
222255004,133373412
222255004,187080668
222255004,106997802
222255004,99422482
222255004,64488522
222255004,190244209
222255004,12695221
222255004,187412075
222255004,13992020
222255004,183789788
222255129,6386356
222255129,185183406
222255129,133373412
222255129,64488522
222255129,190413580
222255129,133747152
222255129,14316436
222255129,175995002
222255129,142206252
222255129,7390325
222255129,141233472
222255129,190810221
222255129,185826446
222255129,191490902
222255129,90817332
222255129,184784219
222255425,6386356
222255425,64488522
222255425,133373412
222255430,6386356
222255430,99422482
222255430,133373412
222320180,8211443
222320180,185838227
222320180,10682437
222320180,92442612
222320180,9545201
222380665,9283917
222380665,161950062
222380665,60868092
222380665,106891862
222380693,9283917
222380693,190746608
