"INDEX","Venue.ID","Cluster.ID","Event.Lon","Event.Lat"
"65",64,1267847,0,-80.081696,40.584347
"66",65,24077799,0,-79.920715,40.452885
"67",66,754565,0,-80.020084,40.451172
"68",67,23995722,0,-79.965309,40.427784
"69",68,23612354,0,-79.666946,40.455193
"70",69,23883039,0,-79.984566,40.429131
"71",70,1450785,0,-80.158007,40.448456
"72",71,1254629,1,-79.943,40.450757
"73",72,558189,0,-79.92682,40.46045
"74",73,1122073,0,-79.97662,40.420841
"75",74,15597412,0,-79.923264,40.433186
"76",75,978650,0,-79.95681,40.441555
"77",76,12921352,0,-80.204437,40.282993
"78",77,731596,1,-79.930554,40.459939
"79",78,938297,0,-80.065841,40.312354
"80",79,24102008,0,-80.179184,40.457462
"81",80,24075973,0,-80.17587,40.451733
"82",81,23736080,0,-80.21772,40.520031
"83",82,13254552,0,-80.162399,40.277706
"84",83,822670,0,-80.16129,40.448326
"85",84,24104397,0,-80.054298,40.632034
"86",85,23769367,0,-80.05677,40.633598
"87",86,835698,0,-80.160244,40.455791
"88",87,1594958,0,-80.007385,40.539204
"89",88,6838692,0,-79.995888,40.440624
"90",89,1015384,0,-79.811892,40.428055
"91",90,22170312,0,-80.031731,40.409874
"92",91,23704317,0,-79.940247,40.633209
"93",92,20348552,0,-79.709923,40.646149
"94",93,570488,4,-80.050385,40.355923
"95",94,24018257,0,-79.891785,40.487
"96",95,23530350,0,0,0
"97",96,23949897,0,-79.979324,40.428879
"98",97,889145,0,-80.076578,40.521193
"99",98,23704137,0,-79.944771,40.619308
"100",99,18444232,0,-79.933891,40.660416
"101",100,23964667,0,-80.051872,40.357716
"102",101,23530353,0,-80.223083,40.508793
"103",102,23703940,0,-79.96505,40.465736
"104",103,856403,0,-79.772346,40.437237
"105",104,1403851,0,-80.085305,40.40823
"106",105,9126032,0,-79.951599,40.482544
"107",106,16266372,0,-79.879776,40.513401
"108",107,21776612,0,-79.910728,40.52663
"109",108,1584182,0,-79.925491,40.451275
"110",109,783159,0,-79.894225,40.433416
"111",110,814077,0,-79.899214,40.455284
"112",111,6229922,0,-79.998558,40.442795
"113",112,674849,0,-79.95312,40.455513
"114",113,1054771,0,-80.035239,40.39618
"115",114,4869282,0,-80.03524,40.396179
"116",115,9877572,0,-79.889725,40.488403
"117",116,9084142,0,-79.941574,40.443504
"118",117,23740790,0,-79.960838,40.469887
"119",118,335676,0,-80.18604,40.491043
"120",119,1055186,0,-80.043927,40.397388
"121",120,969027,0,-79.997589,40.292603
"122",121,674839,0,-80.079155,40.522995
"123",122,836419,0,-79.919512,40.406871
"124",123,6814352,7,-80.029968,40.583481
"125",124,8350162,0,-79.911003,40.569515
"126",125,24044351,0,-80.169502,40.391678
"127",126,689526,0,-80.013532,40.445305
"128",127,1092762,4,-80.006336,40.374626
"129",128,17111332,0,-79.986343,40.327496
"130",129,14048792,7,-80.003166,40.445183
"131",130,4971712,0,-79.96505,40.428066
"132",131,24053586,0,-80.08183,40.584385
"133",132,23781324,0,-80.035248,40.396339
"134",133,11892872,5,-79.949791,40.434441
"135",134,14516412,6,-80.018555,40.438122
"136",135,10654802,6,-79.98497,40.451527
"137",136,23826462,0,-80.000488,40.443779
"138",137,1308714,0,-79.94216,40.431979
"139",138,24131401,0,-79.985535,40.450741
"140",139,11442842,0,-80.142403,40.448868
"141",140,20804532,0,-80.005486,40.433949
"142",141,1545901,4,-80.049225,40.353638
"143",142,23626200,7,-80.017372,40.446075
"144",143,20780262,7,-79.993423,40.459293
"145",144,2576351,0,-80.06115,40.394966
"146",145,18164272,0,-80.017685,40.546852
"147",146,20510472,1,-79.933632,40.451412
"148",147,1854861,0,-79.900291,40.613205
"149",148,674812,0,-79.972336,40.428295
"150",149,23642275,0,0,0
"151",150,11666052,4,-80.000687,40.35939
"152",151,12816712,3,-80.044571,40.399273
"153",152,911421,0,-79.957462,40.423227
"154",153,8337782,0,-79.980501,40.461108
"155",154,1136838,4,-80.041341,40.423784
"156",155,937447,7,-80.007369,40.430364
"157",156,15594022,0,-79.995888,40.440624
"158",157,727351,7,-80.176316,40.449835
"159",158,852775,0,-80.003711,40.432542
"160",159,8129432,6,-80.010818,40.445938
"161",160,721440,0,-79.898384,40.431808
"162",161,24187292,0,-79.963905,40.461864
"163",162,23998769,0,-79.56413,40.277355
"164",163,997661,0,-79.948149,40.440809
"165",164,23923760,0,-80.021164,40.490067
"166",165,4759112,0,-79.94216,40.431979
"167",166,22100192,0,-79.997467,40.438339
"168",167,23797045,0,-79.557869,40.350212
"169",168,7588462,0,-79.888092,40.432568
"170",169,23592287,0,-80.160194,40.304428
"171",170,8626252,0,-80.080658,40.654568
"172",171,3017921,7,-80.050003,40.684216
"173",172,24173140,0,-80.079674,40.65451
"174",173,23976966,0,-79.828491,40.620811
"175",174,740042,0,-79.979666,40.594669
"176",175,24033346,0,-79.963692,40.438213
"177",176,674836,0,-79.99923,40.44261
"178",177,3963902,1,-79.947922,40.461079
"179",178,9933862,7,-79.996666,40.443378
"180",179,1108438,0,-79.963923,40.465831
"181",180,24053265,0,-79.98939,40.43682
"182",181,1013607,0,-79.899085,40.449691
"183",182,674802,0,-80.003494,40.452225
"184",183,8659062,0,-79.915207,40.430264
"185",184,24038997,0,-79.901573,40.387962
"186",185,955603,7,-79.996123,40.443417
"187",186,24024710,6,-80.010582,40.454731
"188",187,24142157,0,-79.995888,40.440624
"189",188,6434262,0,-80.001007,40.443089
"190",189,22802542,0,-79.998665,40.443642
"191",190,23475652,7,-79.996658,40.443264
"192",191,24063288,7,-80.055374,40.496185
"193",192,11825272,0,-79.885071,40.443966
"194",193,17956022,7,-80.002548,40.443848
"195",194,19695892,0,-79.998634,40.442822
"196",195,20158732,0,-79.997467,40.438339
"197",196,18838672,0,-80.177849,40.446178
"198",197,2539771,0,-79.93341,40.45142
"199",198,4708992,0,-79.90229,40.446594
"200",199,24095341,0,-80.085869,40.406841
"201",200,19515162,7,-79.972046,40.478786
"202",201,10657782,0,-79.960457,40.470444
"203",202,1059488,0,-79.842896,40.515626
"204",203,23909084,0,-79.76342,40.420403
"205",204,763021,0,-80.002187,40.442724
"206",205,24103460,6,-79.949867,40.503819
"207",206,879741,1,-79.943053,40.450916
"208",207,12533622,0,-79.94301,40.441658
"209",208,24068648,0,-79.923996,40.436008
"210",209,23676949,0,-80.079445,40.583988
"211",210,12733572,7,-79.972717,40.480885
"212",211,24154310,7,-79.97438,40.48122
"213",212,17499532,0,-79.985107,40.451435
"214",213,10279342,0,-79.995888,40.440624
"215",214,308361,0,-79.932852,40.451375
"216",215,23585477,0,-79.923988,40.461502
"217",216,14167812,0,-79.920715,40.452885
"218",217,833058,0,-79.966716,40.425941
"219",218,17499542,0,-79.985107,40.451435
"220",219,24013737,7,-79.957314,40.555496
"221",220,23917876,0,-79.978386,40.385338
"222",221,24184871,4,-80.030434,40.404484
"223",222,23771672,0,-79.879341,40.487827
"224",223,24158661,0,-80.023041,40.329342
"225",224,6532322,0,-79.96476,40.466358
"226",225,23596545,0,-80.103767,40.292664
"227",226,23883769,1,-79.942993,40.45068
"228",227,1154790,0,-79.938581,40.455928
"229",228,23586831,0,-80.04072,40.40349
"230",229,23670776,3,-80.033928,40.372467
"231",230,22446562,3,-80.033188,40.404533
"232",231,14838612,0,-80.000076,40.442169
"233",232,24131243,0,-79.724854,40.58952
"234",233,17841722,0,-79.922653,40.438213
"235",234,20785082,0,-79.921867,40.438061
"236",235,24071135,0,-79.759773,40.601456
"237",236,23662715,0,-79.941826,40.425671
"238",237,23825584,0,-79.979095,40.686523
"239",238,23625436,0,-80.09689,40.67315
"240",239,24153444,0,-79.914986,40.353367
"241",240,23935278,0,0,0
"242",241,24147961,1,-79.94229,40.46396
"243",242,23771661,0,0,0
"244",243,23698667,0,-79.895859,40.409176
"245",244,15182542,0,-79.883049,40.488579
"246",245,24103445,0,-80.097916,40.719913
"247",246,1383936,0,-80.224573,40.509119
"248",247,24070496,0,-80.207542,40.505455
"249",248,1095802,0,-79.995861,40.305406
"250",249,706800,0,-80.164513,40.685226
"251",250,1246313,0,-79.917442,40.450623
"252",251,6634392,0,-80.008224,40.606716
"253",252,17606382,0,-80.045219,40.377373
"254",253,24090568,0,-80.082214,40.65469
"255",254,14192352,0,-79.901299,40.448486
"256",255,283798,0,-79.96153,40.469307
"257",256,998130,0,-79.901321,40.48931
"258",257,686157,0,-79.710684,40.332601
"259",258,24073177,0,-79.691055,40.32016
"260",259,23849762,0,-79.914917,40.410522
"261",260,674810,0,-79.94622,40.44937
"262",261,10137112,0,-79.995888,40.440624
"263",262,24133755,7,-80.055328,40.496159
"264",263,1570751,0,-80.049942,40.421661
"265",264,1043879,0,-79.95767,40.47459
"266",265,14588162,0,-79.878464,40.407497
"267",266,674855,0,-80.05061,40.42152
"268",267,3113461,0,-80.127556,40.271793
"269",268,23918422,0,0,0
"270",269,23935061,0,0,0
"271",270,1238543,0,-79.954377,40.442048
"272",271,23647886,0,-79.978737,40.428658
"273",272,16905892,0,-80.002068,40.442333
"274",273,1575754,0,-79.992439,40.439758
"275",274,1134091,0,-79.965233,40.427914
"276",275,8387302,0,-80.050346,40.357605
"277",276,14757012,0,-80.110054,40.356182
"278",277,22627552,7,-79.9636,40.526718
"279",278,1099760,0,-79.995625,40.349767
"280",279,24048748,7,-80.004074,40.447712
"281",280,8773432,0,-80.050346,40.357605
"282",281,19225842,0,-80.094536,40.382366
"283",282,1324446,0,-80.04688,40.39378
"284",283,24145935,0,-79.788208,40.540985
"285",284,3742912,0,-79.976605,40.424941
"286",285,1344683,0,-79.917404,40.432976
"287",286,10091662,0,-79.926399,40.460884
"288",287,10681362,0,-80.092499,40.615013
"289",288,24071905,7,-80.063583,40.635849
"290",289,10910102,0,-79.970299,40.434158
"291",290,13720702,0,-80.074104,40.335747
"292",291,4915282,0,-80.074348,40.335861
"293",292,24061896,0,-79.911377,40.479172
"294",293,23485143,0,-79.936012,40.495636
"295",294,1362732,0,-79.922821,40.437069
"296",295,1219097,0,-80.171205,40.298311
"297",296,24037901,0,-79.969261,40.426594
"298",297,19939642,0,-79.923996,40.46228
"299",298,24013247,0,-79.923996,40.46228
"300",299,19617192,0,-79.915718,40.456963
"301",300,706466,5,-79.942892,40.444579
"302",301,24151238,1,-79.93536,40.45082
"303",302,12407112,0,-79.99408,40.421764
"304",303,24021701,0,-79.996384,40.44157
"305",304,24106427,0,-79.995888,40.440624
"306",305,487882,0,-80.13265,40.263077
"307",306,795889,0,-80.031599,40.409787
"308",307,6195892,7,-79.960884,40.46759
"309",308,24042969,0,0,0
"310",309,1368063,0,-79.87956,40.525473
"311",310,313464,7,-79.96139,40.46793
"312",311,1396263,7,-79.975934,40.451418
"313",312,729514,0,-80.007393,40.451449
"314",313,2211961,0,-79.778069,40.442753
"315",314,1035990,0,-79.982594,40.429036
"316",315,1120340,0,-79.909891,40.457782
"317",316,23488720,0,-79.979332,40.428696
"318",317,18344942,0,-79.982552,40.428871
"319",318,3865112,0,-80.007423,40.51635
"320",319,1423688,0,-80.220627,40.513222
"321",320,1558061,7,-80.177643,40.543304
"322",321,981790,0,-80.045384,40.377195
"323",322,17012432,0,-79.99752,40.44175
"324",323,16440832,4,-80.035957,40.394169
"325",324,674831,7,-80.002678,40.448498
"326",325,24032123,0,-80.327858,40.543999
"327",326,952689,0,-79.752569,40.430062
"328",327,9023432,0,-80.03286,40.456837
"329",328,24102403,3,-80.039612,40.367741
"330",329,3789242,6,-80.000793,40.451824
"331",330,293803,0,-79.90286,40.446342
"332",331,23249832,0,-79.986038,40.428734
"333",332,986923,0,-80.014664,40.484368
"334",333,376852,7,-80.045403,40.591145
"335",334,18632532,0,-79.922905,40.435703
"336",335,1102185,0,-79.950626,40.443628
"337",336,24186324,1,-79.925591,40.461006
"338",337,24137944,5,-79.943367,40.447903
"339",338,24167149,2,-79.953171,40.444256
"340",339,12909212,0,-79.922806,40.434963
"341",340,24009567,7,-79.997467,40.438339
"342",341,295623,5,-79.95211,40.443535
"343",342,1017057,7,-79.928058,40.569818
"344",343,1080982,4,-80.03451,40.388942
"345",344,24094014,5,-79.952126,40.443531
"346",345,808122,0,-80.049419,40.369177
"347",346,14797382,7,-80.006416,40.452835
"348",347,15469772,0,-80.110542,40.336761
"349",348,3814592,0,-79.918976,40.407063
"350",349,4454242,5,-79.95536,40.444065
"351",350,23538792,0,-79.984566,40.429134
"352",351,23961730,0,-79.920738,40.452892
"353",352,1114957,6,-80.000799,40.451826
"354",353,20911842,6,-80.001274,40.454563
"355",354,23499698,0,-79.903923,40.44762
"356",355,23786211,0,0,0
"357",356,977544,2,-79.949267,40.444139
"358",357,23988024,7,-80.057388,40.465542
"359",358,23874665,0,-79.963982,40.428028
"360",359,23683436,0,-79.953972,40.440609
"361",360,5602632,0,-79.955009,40.443687
"362",361,21116272,0,0,0
"363",362,708815,4,-80.007857,40.290488
"364",363,21653462,6,-80.006615,40.456394
"365",364,24025425,3,-80.019531,40.393013
"366",365,23892914,0,-80.110611,40.336674
"367",366,872309,2,-79.959839,40.444595
"368",367,23752680,2,-79.948845,40.443424
"369",368,15309262,0,-79.962784,40.466797
"370",369,23834479,0,0,0
"371",370,945930,0,-79.802686,40.175531
"372",371,24066471,0,-79.915222,40.430298
"373",372,24077791,0,-79.920715,40.452885
"374",373,5581882,2,-79.959839,40.444595
"375",374,24152495,2,-79.953171,40.444256
"376",375,23624929,0,-79.922905,40.435703
"377",376,995195,0,-80.02137,40.394427
"378",377,6759402,0,-80.095688,40.373882
"379",378,1929781,0,-79.963943,40.465851
"380",379,24051015,0,-80.216537,40.72319
"381",380,1060183,0,-79.985589,40.450736
"382",381,13934212,0,-80.161545,40.434818
"383",382,24059211,0,-79.997383,40.441776
"384",383,1006725,1,-79.947199,40.440169
"385",384,24067670,2,-79.953972,40.440609
"386",385,12595442,0,-79.909081,40.43597
"387",386,12289292,5,-79.942072,40.444466
"388",387,18691112,0,-79.941872,40.44112
"389",388,23611170,1,-79.941994,40.440399
"390",389,23524084,5,-79.952049,40.434238
"391",390,18710302,2,-79.953972,40.440609
"392",391,4816402,7,-80.034645,40.571003
"393",392,20841982,0,-79.958817,40.47279
"394",393,1630673,0,-79.623558,40.353489
"395",394,723199,7,-79.915873,40.478916
"396",395,6725102,6,-80.005669,40.446945
"397",396,15534812,0,-80.062973,40.394016
"398",397,3035311,0,-79.980798,40.426523
"399",398,24035056,5,-79.951347,40.445282
"400",399,23997447,4,-80.017593,40.365307
"401",400,24206245,0,-79.706917,40.330219
"402",401,5107642,0,-79.950623,40.443626
"403",402,24077814,3,-79.994881,40.322826
"404",403,23583711,1,-79.943771,40.465092
"405",404,23981318,0,0,0
"406",405,24052605,2,-79.953972,40.440609
"407",406,858565,0,-80.003711,40.432542
"408",407,23813675,0,-79.997383,40.441776
"409",408,5351532,0,-79.694313,40.425285
"410",409,810447,7,-80.00739,40.430716
"411",410,8062982,6,-80.010818,40.445938
"412",411,24106050,0,-79.92263,40.438454
"413",412,24132999,0,-80.011574,40.42767
"414",413,12034602,0,-79.941574,40.443504
"415",414,931277,0,-79.951683,40.445962
"416",415,24198197,0,-80.002167,40.442722
"417",416,24216603,7,-79.976349,40.455307
"418",417,854288,7,-79.926278,40.471529
"419",418,24076333,0,-79.858467,40.419937
"420",419,674813,6,-79.9929,40.44648
"421",420,20190062,4,-80.047058,40.418758
"422",421,24181034,0,-79.954842,40.444298
"423",422,23605057,0,-80.160919,40.27462
"424",423,674857,0,-79.98126,40.452984
"425",424,24194981,7,-80.055679,40.61726
"426",425,9519742,7,-80.008881,40.452343
"427",426,21659022,5,-79.950516,40.444019
"428",427,949143,0,-80.052842,40.633237
"429",428,24012359,0,-79.995415,40.302334
"430",429,5431112,2,-79.959,40.444141
"431",430,22996552,0,-79.925491,40.458763
"432",431,23690449,7,-79.972046,40.478786
"433",432,18616592,0,-79.978737,40.438244
"434",433,556179,0,-79.98416,40.42882
"435",434,24220517,0,-79.949913,40.443195
"436",435,738722,6,-80.011029,40.436614
"437",436,833132,6,-80.012404,40.456794
"438",437,6195992,0,-80.021034,40.447826
"439",438,20715682,6,-80.011147,40.457176
"440",439,7435612,7,-79.95475,40.465668
"441",440,24216613,0,-80.030602,40.455532
"442",441,11089472,0,-80.006271,40.516071
"443",442,24135283,6,-79.993401,40.447525
"444",443,5251472,7,-79.995941,40.445377
"445",444,24003869,7,-80.006554,40.45224
"446",445,8458692,0,-80.066444,40.421051
"447",446,18288442,0,-79.953972,40.440609
"448",447,23732286,5,-79.942047,40.444118
"449",448,17316662,7,-80.017593,40.446014
"450",449,21508182,0,-80.021797,40.536888
"451",450,24051060,0,-79.915154,40.456512
"452",451,4384222,1,-79.925354,40.460972
"453",452,1901291,0,-80.003006,40.440025
"454",453,1212461,5,-79.956902,40.444099
"455",454,24137979,0,-79.827484,40.310974
"456",455,24035049,0,-79.952789,40.447842
"457",456,23834334,0,-79.905731,40.565067
"458",457,1540813,3,-80.020142,40.393463
"459",458,23968613,0,0,0
"460",459,9086712,0,-79.915207,40.430264
"461",460,24209316,0,-80.045021,40.417686
"462",461,24187822,2,-79.953171,40.444256
"463",462,23587569,0,-79.953972,40.440609
"464",463,23815072,0,-79.909576,40.358185
"465",464,23583880,0,-79.815643,40.345718
"466",465,23765536,0,0,0
"467",466,8438002,0,-80.02826,40.61394
"468",467,10872092,0,-79.538925,40.301456
"469",468,23752694,2,-79.948845,40.443424
"470",469,5159022,5,-79.945038,40.444664
"471",470,24095211,0,-80.01492,40.60237
"472",471,24065051,2,-79.953972,40.440609
"473",472,23972671,0,-80.01491,40.60234
"474",473,24095286,0,-79.918137,40.408905
"475",474,965994,7,-79.920021,40.483208
"476",475,6466802,7,-79.972321,40.485489
"477",476,23603543,3,-80.033188,40.404533
"478",477,24057042,0,0,0
"479",478,1321213,0,-80.006732,40.608727
"480",479,5184822,6,-80.000999,40.454327
"481",480,20785402,0,-79.985237,40.429359
"482",481,18206022,1,-79.943138,40.451195
"483",482,24110221,0,-80.00248,40.441196
"484",483,1435867,0,-79.961687,40.472509
"485",484,9877242,0,-80.021362,40.394524
"486",485,24173444,4,-80.02774,40.407024
"487",486,684981,2,-79.949267,40.444139
"488",487,24065228,5,-79.944336,40.459099
"489",488,23974939,0,-79.926414,40.460835
"490",489,9846542,2,-79.959839,40.444595
"491",490,6394202,0,-79.995888,40.440624
"492",491,23718869,5,-79.956894,40.444096
"493",492,24040705,7,-79.99762,40.456715
"494",493,24187818,2,-79.953171,40.444256
"495",494,19960802,3,-80.040382,40.377621
"496",495,23961905,0,-79.909836,40.406574
"497",496,24071693,0,-79.891792,40.48703
"498",497,18508412,0,-79.953972,40.440609
"499",498,24028053,7,-80.030357,40.476238
"500",499,13446692,5,-79.943314,40.44796
"501",500,18975172,0,-80.110771,40.68462
"502",501,881726,0,-79.918668,40.407738
"503",502,23946691,6,-80.016182,40.452099
"504",503,23954718,0,-79.755966,40.429394
"505",504,23967017,0,-79.964394,40.46244
"506",505,23985730,5,-79.949791,40.434441
"507",506,19946762,1,-79.924995,40.460056
"508",507,12458192,0,-79.922806,40.434963
"509",508,16657262,0,-79.923012,40.434193
"510",509,1261943,0,-79.922972,40.437581
"511",510,24009426,0,-79.934036,40.451477
"512",511,1063928,0,-79.940277,40.426213
"513",512,359436,0,-80.002556,40.440346
"514",513,19592112,7,-80.18721,40.54636
"515",514,19772992,0,-80.11705,40.45023
"516",515,997536,7,-79.971167,40.473103
"517",516,1038240,0,-79.937332,40.456172
"518",517,10964302,6,-80.001251,40.454563
"519",518,698205,0,-79.949265,40.444138
"520",519,793132,0,-80.001712,40.379138
"521",520,14057742,7,-80.003983,40.44796
"522",521,7105872,0,-79.882477,40.376675
"523",522,4452202,5,-79.947487,40.439091
"524",523,24215580,0,-80.323013,40.687176
"525",524,24053220,7,-79.993423,40.459293
"526",525,10685832,0,-80.110649,40.684097
"527",526,7557902,0,-80.103912,40.713955
"528",527,23614232,0,-80.01411,40.34528
"529",528,8526282,0,-80.005005,40.433884
"530",529,15833482,4,-80.05249,40.428593
"531",530,24143888,1,-79.924911,40.460789
"532",531,1703991,0,-79.866249,40.387749
"533",532,18634442,0,-79.986404,40.428963
"534",533,23538896,5,-79.95134,40.4454
"535",534,23994157,0,-79.888931,40.486702
"536",535,13214112,0,-79.99408,40.421764
"537",536,1003830,0,-79.877235,40.486952
"538",537,1286898,0,-79.797353,40.168537
"539",538,18940752,1,-79.947533,40.461189
"540",539,16873602,7,-80.018097,40.445675
"541",540,24031310,6,-80.033798,40.441303
"542",541,20434812,0,-79.789192,40.433418
"543",542,23989632,0,-80.050629,40.632927
"544",543,24072615,7,-80.056427,40.687416
"545",544,18064542,7,-80.020859,40.447392
"546",545,1156895,0,-79.908868,40.436302
"547",546,1139555,7,-79.996664,40.443377
"548",547,24092916,0,-80.026253,40.389313
"549",548,718429,0,-79.860798,40.494005
"550",549,882044,0,-79.922536,40.438137
"551",550,19383442,7,-79.999733,40.455265
"552",551,3293682,0,-80.005051,40.433773
"553",552,1565820,0,-79.953394,40.4261
"554",553,1547551,0,-79.933609,40.453491
"555",554,2265061,0,-79.977776,40.432045
"556",555,24022132,0,-80.003815,40.433418
"557",556,1685281,6,-80.018265,40.455486
"558",557,11287412,0,-79.972458,40.428406
"559",558,14677392,0,-80.118187,40.318474
"560",559,23992513,4,-80.036407,40.393459
"561",560,24105991,0,-79.86805,40.518475
"562",561,10105052,0,-79.94426,40.60347
"563",562,17154352,0,-79.922546,40.438122
"564",563,23866835,0,-79.843361,40.505508
"565",564,12153052,0,-79.922661,40.438526
"566",565,23560271,4,-79.982224,40.365257
"567",566,3343672,0,-79.663353,40.422981
"568",567,3128631,6,-80.011368,40.432426
"569",568,24064407,7,-80.002586,40.443668
"570",569,874396,1,-79.931259,40.455925
"571",570,3780152,0,-79.982803,40.429001
"572",571,20537552,0,-79.982162,40.45359
"573",572,6014232,0,-79.945808,40.449139
"574",573,24110127,0,-79.700874,40.427315
"575",574,1318251,0,-79.763651,40.504942
"576",575,19523112,0,-79.677574,40.60037
"577",576,377249,0,-79.70598,40.428116
"578",577,23977888,0,-80.010666,40.426743
"579",578,5881012,0,-80.21978,40.451031
"580",579,4230082,0,-79.790154,40.432671
"581",580,13127742,0,-80.40253,40.502163
"582",581,8061402,0,-80.299126,40.710629
"583",582,24178750,0,-80.296135,40.696785
"584",583,11030052,0,-80.42531,40.503017
"585",584,5473912,7,-80.181492,40.538679
"586",585,10168912,0,-80.045264,40.377009
"587",586,5137982,0,-79.879773,40.513402
"588",587,12238522,0,-80.132675,40.267925
"589",588,8602502,0,-80.050346,40.357605
"590",589,23813042,0,-80.133003,40.269016
"591",590,1279190,0,-80.107028,40.366028
"592",591,16280402,0,-80.202484,40.220531
"593",592,23680042,0,-80.05043,40.356956
"594",593,1104022,0,-80.029228,40.331112
"595",594,7999232,0,-79.854491,40.427481
"596",595,2570651,0,-79.847076,40.446053
"597",596,1005490,0,-80.107038,40.711842
"598",597,24152647,0,-80.078514,40.339947
"599",598,23471156,4,-80.057274,40.374264
"600",599,1787541,0,-80.015526,40.403713
"601",600,216309,0,-79.92202,40.42939
"602",601,23628270,0,-79.979485,40.455452
"603",602,23810448,0,-79.910736,40.475098
"604",603,987285,0,-79.921325,40.437857
"605",604,7249992,0,-79.916824,40.457195
"606",605,10633072,0,-79.92305,40.437515
"607",606,23562219,0,-80.014275,40.352734
"608",607,10573372,0,-79.995888,40.440624
"609",608,6783622,0,-79.755844,40.425426
"610",609,20661892,0,-80.00944,40.542656
"611",610,10077362,0,-80.00666,40.588665
"612",611,15991352,7,-80.01789,40.448063
"613",612,24179271,0,-79.996948,40.597492
"614",613,14648632,7,-79.92728,40.570587
"615",614,12822202,0,-79.97268,40.471233
"616",615,1419284,0,-79.983063,40.428852
"617",616,3668172,0,-79.98274,40.452087
"618",617,21814002,0,-79.915108,40.456543
"619",618,21861202,0,-79.997467,40.438339
"620",619,6682462,0,-80.208757,40.250741
"621",620,734936,0,-80.019478,40.48073
"622",621,7282662,0,-79.755844,40.425426
"623",622,24093935,0,-80.014656,40.354115
"624",623,24030089,1,-79.950638,40.462788
"625",624,10794842,0,-79.799576,40.570499
"626",625,1478030,0,-80.106137,40.683956
"627",626,24031921,0,-79.923035,40.433144
"628",627,24064024,0,-79.962624,40.436722
"629",628,730778,0,-79.991354,40.456737
"630",629,23698306,0,-80.087639,40.37714
"631",630,946879,0,-79.827838,40.446745
"632",631,758454,0,-79.922964,40.437173
"633",632,1371207,0,-79.7965,40.573616
"634",633,24176933,0,-79.798615,40.570087
"635",634,10380362,0,-79.984444,40.450714
"636",635,5446872,0,-79.920517,40.483517
"637",636,11333962,0,-79.984444,40.451702
"638",637,6743682,0,-79.953224,40.442894
"639",638,8990902,0,-79.970299,40.434158
"640",639,8110922,7,-80.003136,40.448093
"641",640,13426032,0,-79.921173,40.439598
"642",641,1043807,0,-79.923204,40.433531
