0,1405887,9
1,23558137,9
2,1477047,9
3,1056614,9
4,1074457,9
5,24013067,9
6,23691216,9
7,23999255,9
8,20771402,10
9,1085669,9
10,816398,10
11,674917,9
12,12495712,9
13,11251872,9
14,14215392,9
15,17778672,9
16,861615,9
17,120810,9
18,674828,2
19,24143509,1
20,738078,1
21,7670402,0
22,377244,0
23,24143497,10
24,13138812,9
25,1226521,1
26,948011,9
27,969038,6
28,12956142,9
29,112937,1
30,23747461,8
31,1161333,9
32,14701002,9
33,23942660,9
34,23802318,9
35,24192160,2
36,563624,9
37,18517682,9
38,23722927,9
39,8040282,9
40,6642862,0
41,23831562,9
42,3774262,9
43,18630612,9
44,24138037,9
45,18225742,9
46,8687792,6
47,24078122,9
48,6598742,8
49,24067793,5
50,23877731,9
51,2096281,9
52,158916,10
53,19584142,1
54,17223972,0
55,1438873,9
56,23410252,8
57,4643142,2
58,19765222,9
59,23934258,9
60,7821902,10
61,10559182,7
62,24024786,11
63,18095142,1
64,1267847,11
65,24077799,9
66,754565,11
67,23995722,9
68,23612354,9
69,23883039,9
70,1450785,9
71,1254629,2
72,558189,10
73,1122073,9
74,15597412,9
75,978650,9
76,12921352,9
77,731596,2
78,938297,4
79,24102008,9
80,24075973,9
81,23736080,11
82,13254552,9
83,822670,9
84,24104397,9
85,23769367,11
86,835698,11
87,1594958,11
88,6838692,9
89,1015384,9
90,22170312,9
91,23704317,9
92,20348552,9
93,570488,8
94,24018257,9
95,23530350,9
96,23949897,9
97,889145,9
98,23704137,9
99,18444232,9
100,23964667,9
101,23530353,11
102,23703940,0
103,856403,6
104,1403851,9
105,9126032,9
106,16266372,9
107,21776612,9
108,1584182,9
109,783159,9
110,814077,1
111,6229922,0
112,674849,9
113,1054771,2
114,4869282,2
115,9877572,9
116,9084142,9
117,23740790,9
118,335676,9
119,1055186,9
120,969027,9
121,674839,9
122,836419,9
123,6814352,9
124,8350162,9
125,24044351,9
126,689526,9
127,1092762,8
128,17111332,9
129,14048792,9
130,4971712,9
131,24053586,11
132,23781324,2
133,11892872,7
134,14516412,9
135,10654802,0
136,23826462,11
137,1308714,9
138,24131401,9
139,11442842,11
140,20804532,9
141,1545901,8
142,23626200,9
143,20780262,2
144,2576351,9
145,18164272,11
146,20510472,2
147,1854861,9
148,674812,9
149,23642275,9
150,11666052,8
151,12816712,11
152,911421,9
153,8337782,9
154,1136838,8
155,937447,9
156,15594022,9
157,727351,9
158,852775,9
159,8129432,11
160,721440,9
161,24187292,9
162,23998769,9
163,997661,9
164,23923760,0
165,4759112,9
166,22100192,9
167,23797045,9
168,7588462,1
169,23592287,9
170,8626252,9
171,3017921,9
172,24173140,9
173,23976966,9
174,740042,9
175,24033346,9
176,674836,0
177,3963902,2
178,9933862,2
179,1108438,9
180,24053265,9
181,1013607,9
182,674802,11
183,8659062,6
184,24038997,6
185,955603,2
186,24024710,9
187,24142157,9
188,6434262,2
189,22802542,0
190,23475652,2
191,24063288,9
192,11825272,6
193,17956022,2
194,19695892,0
195,20158732,9
196,18838672,9
197,2539771,10
198,4708992,1
199,24095341,9
200,19515162,9
201,10657782,0
202,1059488,9
203,23909084,9
204,763021,11
205,24103460,0
206,879741,2
207,12533622,9
208,24068648,9
209,23676949,11
210,12733572,9
211,24154310,9
212,17499532,9
213,10279342,9
214,308361,10
215,23585477,9
216,14167812,1
217,833058,9
218,17499542,9
219,24013737,9
220,23917876,8
221,24184871,8
222,23771672,9
223,24158661,9
224,6532322,0
225,23596545,9
226,23883769,2
227,1154790,10
228,23586831,9
229,23670776,9
230,22446562,2
231,14838612,9
232,24131243,1
233,17841722,9
234,20785082,9
235,24071135,9
236,23662715,9
237,23825584,9
238,23625436,9
239,24153444,1
240,23935278,9
241,24147961,2
242,23771661,9
243,23698667,6
244,15182542,9
245,24103445,9
246,1383936,11
247,24070496,11
248,1095802,9
249,706800,9
250,1246313,9
251,6634392,11
252,17606382,2
253,24090568,9
254,14192352,9
255,283798,9
256,998130,9
257,686157,1
258,24073177,1
259,23849762,9
260,674810,9
261,10137112,2
262,24133755,9
263,1570751,9
264,1043879,0
265,14588162,9
266,674855,9
267,3113461,9
268,23918422,9
269,23935061,9
270,1238543,9
271,23647886,9
272,16905892,9
273,1575754,9
274,1134091,9
275,8387302,9
276,14757012,9
277,22627552,9
278,1099760,9
279,24048748,9
280,8773432,9
281,19225842,9
282,1324446,9
283,24145935,9
284,3742912,9
285,1344683,9
286,10091662,10
287,10681362,11
288,24071905,9
289,10910102,9
290,13720702,4
291,4915282,4
292,24061896,6
293,23485143,1
294,1362732,9
295,1219097,9
296,24037901,9
297,19939642,9
298,24013247,9
299,19617192,6
300,706466,7
301,24151238,2
302,12407112,9
303,24021701,9
304,24106427,9
305,487882,9
306,795889,9
307,6195892,9
308,24042969,9
309,1368063,9
310,313464,9
311,1396263,9
312,729514,9
313,2211961,6
314,1035990,9
315,1120340,1
316,23488720,9
317,18344942,9
318,3865112,0
319,1423688,11
320,1558061,9
321,981790,2
322,17012432,9
323,16440832,8
324,674831,9
325,24032123,9
326,952689,1
327,9023432,11
328,24102403,9
329,3789242,11
330,293803,1
331,23249832,9
332,986923,0
333,376852,9
334,18632532,9
335,1102185,7
336,24186324,2
337,24137944,5
338,24167149,3
339,12909212,1
340,24009567,2
341,295623,5
342,1017057,9
343,1080982,8
344,24094014,5
345,808122,4
346,14797382,2
347,15469772,4
348,3814592,9
349,4454242,7
350,23538792,9
351,23961730,1
352,1114957,11
353,20911842,9
354,23499698,1
355,23786211,9
356,977544,7
357,23988024,9
358,23874665,9
359,23683436,5
360,5602632,7
361,21116272,9
362,708815,8
363,21653462,0
364,24025425,2
365,23892914,9
366,872309,3
367,23752680,3
368,15309262,9
369,23834479,9
370,945930,9
371,24066471,6
372,24077791,1
373,5581882,3
374,24152495,3
375,23624929,9
376,995195,9
377,6759402,9
378,1929781,0
379,24051015,9
380,1060183,2
381,13934212,9
382,24059211,0
383,1006725,5
384,24067670,3
385,12595442,6
386,12289292,7
387,18691112,9
388,23611170,2
389,23524084,7
390,18710302,3
391,4816402,9
392,20841982,0
393,1630673,9
394,723199,6
395,6725102,9
396,15534812,9
397,3035311,9
398,24035056,5
399,23997447,8
400,24206245,1
401,5107642,7
402,24077814,4
403,23583711,2
404,23981318,9
405,24052605,3
406,858565,9
407,23813675,0
408,5351532,6
409,810447,9
410,8062982,11
411,24106050,9
412,24132999,9
413,12034602,9
414,931277,9
415,24198197,11
416,24216603,9
417,854288,9
418,24076333,1
419,674813,0
420,20190062,8
421,24181034,9
422,23605057,9
423,674857,9
424,24194981,9
425,9519742,0
426,21659022,7
427,949143,11
428,24012359,9
429,5431112,3
430,22996552,10
431,23690449,9
432,18616592,9
433,556179,9
434,24220517,9
435,738722,11
436,833132,11
437,6195992,0
438,20715682,9
439,7435612,10
440,24216613,11
441,11089472,0
442,24135283,0
443,5251472,2
444,24003869,2
445,8458692,2
446,18288442,5
447,23732286,7
448,17316662,0
449,21508182,11
450,24051060,6
451,4384222,2
452,1901291,9
453,1212461,7
454,24137979,6
455,24035049,10
456,23834334,11
457,1540813,2
458,23968613,9
459,9086712,6
460,24209316,2
461,24187822,3
462,23587569,9
463,23815072,1
464,23583880,6
465,23765536,9
466,8438002,0
467,10872092,9
468,23752694,3
469,5159022,7
470,24095211,9
471,24065051,3
472,23972671,9
473,24095286,1
474,965994,6
475,6466802,9
476,23603543,2
477,24057042,9
478,1321213,11
479,5184822,9
480,20785402,9
481,18206022,2
482,24110221,9
483,1435867,0
484,9877242,9
485,24173444,8
486,684981,7
487,24065228,7
488,23974939,10
489,9846542,3
490,6394202,0
491,23718869,7
492,24040705,2
493,24187818,3
494,19960802,9
495,23961905,6
496,24071693,9
497,18508412,5
498,24028053,9
499,13446692,5
500,18975172,9
501,881726,9
502,23946691,9
503,23954718,1
504,23967017,9
505,23985730,7
506,19946762,2
507,12458192,9
508,16657262,9
509,1261943,9
510,24009426,9
511,1063928,9
512,359436,9
513,19592112,9
514,19772992,9
515,997536,9
516,1038240,10
517,10964302,9
518,698205,9
519,793132,9
520,14057742,9
521,7105872,9
522,4452202,5
523,24215580,9
524,24053220,2
525,10685832,9
526,7557902,9
527,23614232,4
528,8526282,9
529,15833482,9
530,24143888,2
531,1703991,9
532,18634442,9
533,23538896,9
534,23994157,9
535,13214112,9
536,1003830,9
537,1286898,6
538,18940752,2
539,16873602,9
540,24031310,11
541,20434812,6
542,23989632,9
543,24072615,9
544,18064542,9
545,1156895,9
546,1139555,2
547,24092916,2
548,718429,9
549,882044,9
550,19383442,2
551,3293682,9
552,1565820,9
553,1547551,9
554,2265061,9
555,24022132,9
556,1685281,11
557,11287412,9
558,14677392,9
559,23992513,8
560,24105991,9
561,10105052,9
562,17154352,9
563,23866835,9
564,12153052,9
565,23560271,8
566,3343672,6
567,3128631,11
568,24064407,9
569,874396,2
570,3780152,9
571,20537552,9
572,6014232,9
573,24110127,9
574,1318251,9
575,19523112,9
576,377249,9
577,23977888,9
578,5881012,11
579,4230082,6
580,13127742,9
581,8061402,9
582,24178750,9
583,11030052,9
584,5473912,9
585,10168912,2
586,5137982,9
587,12238522,9
588,8602502,9
589,23813042,9
590,1279190,9
591,16280402,9
592,23680042,9
593,1104022,9
594,7999232,1
595,2570651,9
596,1005490,9
597,24152647,9
598,23471156,8
599,1787541,9
600,216309,9
601,23628270,9
602,23810448,9
603,987285,9
604,7249992,9
605,10633072,9
606,23562219,4
607,10573372,9
608,6783622,1
609,20661892,11
610,10077362,9
611,15991352,0
612,24179271,0
613,14648632,9
614,12822202,9
615,1419284,9
616,3668172,9
617,21814002,6
618,21861202,9
619,6682462,9
620,734936,9
621,7282662,1
622,24093935,4
623,24030089,2
624,10794842,9
625,1478030,9
626,24031921,9
627,24064024,9
628,730778,2
629,23698306,9
630,946879,9
631,758454,9
632,1371207,9
633,24176933,9
634,10380362,9
635,5446872,9
636,11333962,9
637,6743682,9
638,8990902,9
639,8110922,9
640,13426032,9
641,1043807,9
642,9870632,9
643,21675962,9
644,8708152,9
645,19548532,9
646,24110688,9
647,8986742,9
648,23727288,9
649,24011787,9
650,24030662,9
651,11918682,9
652,743063,9
653,1385707,11
654,9664422,9
655,8695512,9
656,24122800,9
657,16800842,9
658,21072182,9
659,967422,1
660,1554285,9
661,7693062,9
662,813884,8
663,1298604,9
664,21312402,2
665,22944652,6
666,19036582,11
667,24005295,4
668,24131592,6
669,710425,9
670,23973281,0
671,19821872,0
672,22404122,10
673,9480822,9
674,17499502,9
675,24173562,9
676,3915832,0
677,5558282,9
678,3526612,2
679,22493332,9
680,16422752,9
681,23850121,6
682,5092312,9
683,24060473,9
684,23699006,9
685,23834440,9
686,23823751,9
687,23930415,9
688,1126022,9
689,18212122,9
690,24063814,2
691,18585502,9
692,15849842,9
693,1270951,11
694,16805932,9
695,1553485,11
696,22862182,9
697,24104204,11
698,1486131,9
699,12886872,1
700,420074,6
701,23930204,9
702,14719302,0
703,8383092,5
704,16071262,9
705,13180942,9
706,23714193,6
707,13267712,9
708,22252282,9
709,24175456,9
710,24008943,9
711,24086891,0
712,1616391,6
713,16815882,9
714,715722,9
715,13375122,10
