225847847,pm,happy,hour
225848451,us,first,bring
225850236,wait,members,pm
225853434,pm,happy,hour
225853654,pm,happy,hour
225855177,university,new,learn
225855387,law,people,grand
225856888,event,healing,life
225856965,us,first,bring
225862263,pm,happy,hour
225862576,pm,happy,hour
225862922,dance,free,salsa
225863622,dance,free,salsa
225867733,pm,food,event
225871208,amp,ch,intermediate
225879382,pm,happy,hour
225888026,film,black,festival
225893496,game,games,field
225897559,please,water,river
225898677,concert,music,jazz
225906327,show,tickets,comedy
225906353,show,tickets,comedy
225923113,work,beginners,welcome
225928468,album,open,fiction
225932024,university,new,learn
225940279,please,also,visit
225943499,concert,music,jazz
225948449,pm,happy,hour
225950775,law,people,grand
225953040,university,new,learn
225965835,event,healing,life
225965939,tickets,show,ticket
225976633,game,games,field
225986139,film,black,festival
225986699,film,black,festival
225987319,pm,happy,hour
225987381,pm,happy,hour
225987389,pm,happy,hour
225995438,church,st,mass
225995451,church,st,mass
225997617,please,water,river
225998891,meetings,blur,contest
226005115,us,first,bring
226006402,dance,free,salsa
226009571,park,august,pm
226016229,album,open,fiction
226017355,pm,food,event
226017409,pm,food,event
226017471,pm,food,event
226019862,event,healing,life
226021751,pm,happy,hour
226030822,album,open,fiction
226031414,film,black,festival
226032225,amp,ch,intermediate
226033189,amp,ch,intermediate
226033357,event,healing,life
226048342,event,healing,life
226058287,game,games,field
226058412,game,games,field
226064161,concert,music,jazz
226064918,game,games,field
226067253,film,black,festival
226070977,concert,music,jazz
226072277,us,first,bring
226079401,please,water,river
226081642,please,water,river
226089295,please,also,visit
226090574,work,beginners,welcome
226094765,please,water,river
226101780,university,new,learn
226104815,film,black,festival
226109323,pm,food,event
226110199,event,healing,life
226119727,please,also,visit
226125804,film,black,festival
226137260,bring,us,join
226138272,university,new,learn
226142186,amp,ch,intermediate
226167424,wait,members,pm
226169145,event,bring,one
226174978,work,beginners,welcome
226177959,dance,free,salsa
226178037,dance,free,salsa
226182387,film,black,festival
226182435,concert,music,jazz
226182472,concert,music,jazz
226186496,film,black,festival
226186901,film,black,festival
226198468,film,black,festival
226202900,please,also,visit
226205567,concert,music,jazz
226216070,university,new,learn
226217767,event,healing,life
226219418,pm,happy,hour
226219869,law,people,grand
226223145,show,tickets,comedy
226223684,dance,free,salsa
226225019,work,beginners,welcome
226227223,film,black,festival
226236667,university,new,learn
226240578,pm,happy,hour
226241230,wait,members,pm
226242075,university,new,learn
226245821,pm,food,event
226250957,film,black,festival
226251228,film,black,festival
226258564,wait,members,pm
226258587,wait,members,pm
226282783,prizes,free,key
226282896,prizes,free,key
226282935,prizes,free,key
226283663,concert,music,jazz
226296451,meetings,blur,contest
226297410,pm,happy,hour
226297429,pm,happy,hour
226301919,session,class,good
226314371,university,new,learn
226314514,university,new,learn
226319434,university,new,learn
226319638,lunch,pm,business
226322757,university,new,learn
226322961,university,new,learn
226323031,university,new,learn
226324492,university,new,learn
226324518,university,new,learn
226324550,university,new,learn
226324580,event,healing,life
226324609,please,water,river
226324636,us,first,bring
226330282,concert,music,jazz
226332656,please,water,river
226333334,album,open,fiction
226333374,album,open,fiction
226333438,album,open,fiction
226343176,concert,music,jazz
226347607,university,new,learn
226360398,pm,food,event
226363299,tickets,show,ticket
226363347,tickets,show,ticket
226364412,pm,happy,hour
226370759,university,new,learn
226382538,vegan,raw,free
226385621,work,beginners,welcome
226389767,concert,music,jazz
226390187,event,healing,life
226394406,law,people,grand
226404129,please,also,visit
226414746,pm,happy,hour
226417029,university,new,learn
226423670,event,healing,life
226425100,pm,happy,hour
226430555,please,also,visit
226435244,pm,happy,hour
226435327,pm,happy,hour
226444426,pm,happy,hour
226471708,session,class,good
226475634,event,bring,one
226491600,event,bring,one
226492191,event,bring,one
226492499,please,water,river
226492634,please,water,river
226492771,event,bring,one
226493139,event,bring,one
226493322,event,bring,one
226494785,bring,us,join
226497889,pm,happy,hour
226497902,pm,happy,hour
226502909,game,games,field
226508867,university,new,learn
226513384,show,tickets,comedy
226514018,game,games,field
226516175,pm,happy,hour
226519057,event,healing,life
226521895,work,beginners,welcome
226521969,pm,happy,hour
226536142,session,class,good
226541727,show,tickets,comedy
226542004,show,tickets,comedy
226554761,university,new,learn
226562520,film,black,festival
226562787,concert,music,jazz
226562907,concert,music,jazz
226562981,university,new,learn
226575755,event,healing,life
226582562,film,black,festival
226582745,film,black,festival
226594239,university,new,learn
226594604,dance,free,salsa
226622768,game,games,field
226624379,film,black,festival
226637413,show,tickets,comedy
226648235,show,tickets,comedy
226661118,show,tickets,comedy
226687157,pm,happy,hour
226687182,pm,happy,hour
226687644,pm,happy,hour
226688327,album,open,fiction
226691547,law,people,grand
226691922,event,healing,life
226701236,session,class,good
226701277,film,black,festival
226701380,session,class,good
226705534,work,beginners,welcome
226706906,event,healing,life
226710619,banjo,club,hall
226710649,banjo,club,hall
226710743,banjo,club,hall
226713181,prizes,free,key
226713383,game,games,field
226717550,show,tickets,comedy
226719624,please,also,visit
226724162,pm,happy,hour
226725033,event,healing,life
226732837,please,also,visit
226739385,church,st,mass
226750058,concert,music,jazz
226753786,please,water,river
226778600,film,black,festival
226778706,film,black,festival
226794118,us,first,bring
226801305,event,bring,one
226812074,bring,us,join
226813076,vegan,raw,free
226823194,work,beginners,welcome
226829627,pm,happy,hour
226836079,show,tickets,comedy
226837929,game,games,field
226847117,us,first,bring
226857745,event,healing,life
226865494,us,first,bring
226865589,concert,music,jazz
226865676,please,also,visit
226882691,show,tickets,comedy
226914422,show,tickets,comedy
226916013,concert,music,jazz
226918644,wait,members,pm
226952901,event,healing,life
226952939,event,healing,life
227024317,film,black,festival
227027634,work,beginners,welcome
bmhdnytmbmb,university,new,learn
bttgglytlbdb,work,beginners,welcome
bttgglytlbmb,work,beginners,welcome
bttgglytlbnc,work,beginners,welcome
bttgglytlbvb,work,beginners,welcome
bttgglytnbpb,work,beginners,welcome
bttgglytpbdc,work,beginners,welcome
bttgglytpblb,work,beginners,welcome
bttgglytpbtb,work,beginners,welcome
bwdrllytpbfb,show,tickets,comedy
bxgcllytnbgc,us,first,bring
bxgcllytnbnb,us,first,bring
bxgcllytnbwb,us,first,bring
dcgcklytmbcb,show,tickets,comedy
dcgcklytnbjb,show,tickets,comedy
dcgcklytpbfb,show,tickets,comedy
dcjqklytnbtb,session,class,good
dcjqklytpbqb,session,class,good
ddrbcdytlbrb,meetings,blur,contest
ddrgklytmbfc,session,class,good
ddrgklytmblc,session,class,good
ddrgklytmbsb,session,class,good
ddrgklytnbhb,session,class,good
ddrgklytnbsb,session,class,good
dfdgqcytlbdb,park,august,pm
dfdgqcytmbjb,park,august,pm
dfdgqcytnbgb,park,august,pm
dfdgqcytpbcb,park,august,pm
dfwrmcytlbdb,games,sign,day
dfwrmcytlbfc,games,sign,day
dfwrmcytlbmb,games,sign,day
dfwrmcytlbnc,games,sign,day
dfwrmcytmbbc,games,sign,day
dfwrmcytmbjb,games,sign,day
dfwrmcytmbkc,games,sign,day
dfwrmcytmbrb,games,sign,day
dfwrmcytnbgb,games,sign,day
dfwrmcytnbhc,games,sign,day
dfwrmcytnbpb,games,sign,day
dfwrmcytnbxb,games,sign,day
dfwrmcytpbcb,games,sign,day
dfwrmcytpbdc,games,sign,day
dfwrmcytpblb,games,sign,day
dfwrmcytpbmc,games,sign,day
dfwrmcytpbtb,games,sign,day
dhhqvjytmbgc,us,first,bring
dhhqvjytnbcb,us,first,bring
dhhqvjytnblb,us,first,bring
dhhqvjytnbtb,us,first,bring
dhhqvjytpbhb,us,first,bring
dpxfhlytlbxb,event,bring,one
dpxfhlytmbtb,event,bring,one
dqgrjlytlbmc,us,first,bring
dqgrjlytmbqb,prizes,free,key
drdjlfytlbxb,album,open,fiction
drdjlfytmbtb,film,black,festival
drdjlfytnbbc,banjo,club,hall
drdjlfytpbwb,banjo,club,hall
dsjvhhytlbjc,album,open,fiction
dsjvhhytmbfc,album,open,fiction
dsjvhhytnblc,album,open,fiction
dsjvhhytpbhc,album,open,fiction
dsnpzjytlbjc,bring,us,join
dsnpzjytlbqb,bring,us,join
dsnpzjytmbfc,bring,us,join
dsnpzjytmbmb,bring,us,join
dsnpzjytnbcc,bring,us,join
dsnpzjytnbkb,bring,us,join
dsnpzjytpbgb,bring,us,join
dtshtkytpblb,class,yoga,classes
dtvmpcytlbhc,event,healing,life
dtvmpcytmbdc,event,healing,life
dtvmpcytnbkc,event,healing,life
dwhthhytmbhb,games,sign,day
dwhthhytnbfb,games,sign,day
dxthtdytlbgb,meetings,blur,contest
dxthtdytlbpb,meetings,blur,contest
dxthtdytmbdc,meetings,blur,contest
dxthtdytmblb,meetings,blur,contest
dxthtdytmbmc,meetings,blur,contest
dxthtdytmbtb,meetings,blur,contest
dxthtdytnbjb,meetings,blur,contest
dxthtdytpbfb,meetings,blur,contest
dxthtdytpbgc,meetings,blur,contest
dxthtdytpbnb,meetings,blur,contest
dxthtdytpbwb,meetings,blur,contest
fhznflytlbwb,show,tickets,comedy
fhznflytmbcc,show,tickets,comedy
fhznflytnbzb,show,tickets,comedy
flkcllytnbdb,wait,members,pm
flkcllytnbvb,wait,members,pm
fqnrjlytmbdb,lunch,pm,business
fqnrjlytpbgb,lunch,pm,business
fqzbklytlbgc,work,beginners,welcome
grldllytnbgb,wait,members,pm
grldllytnbpb,wait,members,pm
grldllytnbxb,wait,members,pm
gtjchlytnbpc,event,healing,life
gztdjlytlbgb,law,people,grand
hcbbllytnbnc,wait,members,pm
hdlzflytmbqb,event,healing,life
hfsmclytlbdb,dance,free,salsa
hfsmclytlbfc,dance,free,salsa
hfsmclytlbmb,dance,free,salsa
hfsmclytlbnc,dance,free,salsa
hfsmclytmbkc,dance,free,salsa
hfsmclytmbrb,dance,free,salsa
hfsmclytnbgb,dance,free,salsa
hfsmclytnbhc,dance,free,salsa
hfsmclytpbcb,dance,free,salsa
hfsmclytpbdc,dance,free,salsa
hjdsklytmbfc,class,yoga,classes
hlhqklytmbrb,class,yoga,classes
hrddllytnbkb,class,yoga,classes
hrddllytnbsb,please,water,river
hrhzflytlbcb,amp,ch,intermediate
hrhzflytlbmc,amp,ch,intermediate
hrhzflytmbjc,amp,ch,intermediate
hrhzflytmbqb,amp,ch,intermediate
hzrfklytlbpc,wait,members,pm
hzrfklytmblc,wait,members,pm
hzrfklytnbjc,wait,members,pm
hzrfklytpbnc,wait,members,pm
jrhcklytlbzb,banjo,club,hall
jrhcklytnbkb,banjo,club,hall
jrhcklytpbxb,banjo,club,hall
jrvrjlytlbqb,game,games,field
jrvrjlytlbvb,game,games,field
jrvrjlytmbdb,game,games,field
jvxvklytnbcc,game,games,field
jvxvklytnblc,game,games,field
jzffjlytlbhb,work,beginners,welcome
jzffjlytlbqb,work,beginners,welcome
kdfhllytnbkb,games,sign,day
kdtcflytlbwb,banjo,club,hall
kdtcflytnbjc,banjo,club,hall
kdtcflytpbvb,banjo,club,hall
khzkmlytpbfc,work,beginners,welcome
kkhqklytmbcc,class,yoga,classes
kkhqklytmbsb,class,yoga,classes
klpvllytpbcc,amp,ch,intermediate
klpvllytpbsb,amp,ch,intermediate
lhdgjlytmbmc,event,healing,life
lhdgjlytnbkc,event,healing,life
lsxvklytnbxb,game,games,field
lwzwclytlbkb,lunch,pm,business
lwzwclytmbgb,lunch,pm,business
mbmvklytmbfc,us,first,bring
mbmvklytmbnc,us,first,bring
mbvdjlytlbgb,law,people,grand
mbvdjlytlbhc,law,people,grand
mffljlytlbbc,bring,us,join
mffljlytlbjb,bring,us,join
mffljlytlbkc,bring,us,join
mffljlytlbrb,bring,us,join
mffljlytmbgc,bring,us,join
mffljlytmbnb,bring,us,join
mffljlytmbwb,bring,us,join
mgmtglytnbrb,lunch,pm,business
mgmtglytpbnb,lunch,pm,business
mlfdnytlbzb,album,open,fiction
mlfdnytmbvb,album,open,fiction
mlfdnytnbcc,album,open,fiction
mlfdnytpbxb,album,open,fiction
mwtdmlytpbxb,show,tickets,comedy
nhddhlytlbjc,lunch,pm,business
nhddhlytmbfc,lunch,pm,business
ntmvglytpblb,album,open,fiction
nzfdklytlbcc,lunch,pm,business
nzfdklytmbxb,lunch,pm,business
nzfdklytnbvb,lunch,pm,business
nzxdllytnbfb,amp,ch,intermediate
nzxdllytnbgc,amp,ch,intermediate
nzxdllytnbnb,amp,ch,intermediate
nzxdllytnbpc,amp,ch,intermediate
nzxdllytnbwb,amp,ch,intermediate
nzxdllytpbkb,amp,ch,intermediate
phhgjlytlbgb,class,yoga,classes
phhgjlytlbpb,class,yoga,classes
phhgjlytmbcb,class,yoga,classes
phhgjlytmbtb,class,yoga,classes
pstjklytmbhb,us,first,bring
pstjklytmbjc,us,first,bring
pstjklytmbqb,us,first,bring
pstjklytmbzb,us,first,bring
pvjmklytnbtb,lunch,pm,business
qbkpllytnbdc,dance,free,salsa
qbkpllytnbmc,pm,happy,hour
qbmdnhytlbdb,work,beginners,welcome
qbmdnhytlbfc,work,beginners,welcome
qbmdnhytlbnc,work,beginners,welcome
qbmdnhytlbvb,work,beginners,welcome
qbmdnhytmbbc,work,beginners,welcome
qbmdnhytmbrb,work,beginners,welcome
qbmdnhytnbxb,work,beginners,welcome
qbmdnhytpbcb,work,beginners,welcome
qbrpqjytlbkc,event,bring,one
qfbqllytnbbc,event,bring,one
qggqvjytlbbc,us,first,bring
qnpmhjytlblc,pm,happy,hour
qnpmhjytmbhc,pm,happy,hour
qnpmhjytmbxb,pm,happy,hour
qnpmhjytnbdb,pm,happy,hour
qnpmhjytnbvb,pm,happy,hour
qnpmhjytpbbc,pm,happy,hour
qnwppcytlbhb,games,sign,day
qnwppcytlbjc,games,sign,day
qnwppcytlbqb,games,sign,day
qnwppcytlbzb,games,sign,day
qnwppcytmbdb,games,sign,day
qnwppcytmbfc,games,sign,day
qnwppcytmbmb,games,sign,day
qnwppcytmbnc,games,sign,day
qnwppcytmbvb,games,sign,day
qnwppcytnbcc,games,sign,day
qnwppcytnbkb,games,sign,day
qnwppcytnblc,games,sign,day
qnwppcytnbsb,games,sign,day
qnwppcytpbgb,games,sign,day
qnwppcytpbhc,games,sign,day
qnwppcytpbpb,games,sign,day
qnwppcytpbxb,games,sign,day
qpcfjlytnbfc,event,bring,one
qpcgnjytmbhb,bring,us,join
qpcgnjytmbzb,bring,us,join
qpcgnjytnbfb,bring,us,join
qpcgnjytnbpc,bring,us,join
qpcgnjytnbwb,bring,us,join
qpcgnjytpblc,bring,us,join
qpcgnjytpbsb,bring,us,join
qqfpgjytlbhb,album,open,fiction
qqfpgjytmbdb,album,open,fiction
qqfpgjytnbkb,album,open,fiction
qqfpgjytpbgb,album,open,fiction
qqjstkytlbdc,us,first,bring
qvcjwkytlbtb,pm,happy,hour
qvcjwkytmbjc,pm,happy,hour
qvcjwkytmbqb,pm,happy,hour
qvcjwkytpbcc,pm,happy,hour
qvlxdgytlbjb,event,healing,life
qvlxdgytmbfb,event,healing,life
qvlxdgytpbhb,park,august,pm
rnwxhlytlbnb,work,beginners,welcome
rpzldlytlbgb,dance,free,salsa
rpzldlytlbhc,dance,free,salsa
rpzldlytmbcb,dance,free,salsa
rpzldlytmblb,dance,free,salsa
rpzldlytnbrb,dance,free,salsa
rpzldlytpbwb,dance,free,salsa
rsjchlytmbzb,event,healing,life
rsjchlytpblc,event,healing,life
