214629162,class,free,pm
214630382,dance,salsa,lesson
219287536,lunch,pm,attend
219287562,lunch,pm,attend
219489890,group,work,many
219537970,please,also,tickets
219733207,lunch,pm,attend
219803070,well,come,us
219803078,well,come,us
219935963,data,learn,talk
220153944,park,august,free
220274539,data,learn,talk
220274564,group,work,many
220613499,vegan,food,raw
220614168,vegan,food,raw
220616702,data,learn,talk
220705111,lunch,pm,attend
220705137,lunch,pm,attend
220722006,group,work,many
220759250,data,learn,talk
221117719,church,st,mass
221132241,please,also,tickets
221180897,music,bring,play
221192521,happy,pm,hour
221197895,lunch,pm,attend
221198101,lunch,pm,attend
221198157,lunch,pm,attend
221198172,lunch,pm,attend
221198253,lunch,pm,attend
221198272,lunch,pm,attend
221461720,church,st,mass
221683311,data,learn,talk
221714734,music,jazz,concert
221714916,university,pm,center
221993862,game,play,players
221993908,music,bring,play
221994084,music,bring,play
222157919,data,learn,talk
222255004,event,food,amp
222255129,park,august,free
222255425,well,come,us
222255430,well,come,us
222255439,well,come,us
222291329,please,also,tickets
222320180,film,life,world
222320361,film,life,world
222380665,music,jazz,concert
222380693,music,jazz,concert
222380710,music,jazz,concert
222380729,park,august,free
222380749,park,august,free
222431068,please,also,tickets
222451253,university,pm,center
222465123,park,august,free
222465145,park,august,free
222465164,park,august,free
222465191,park,august,free
222465225,park,august,free
222466126,class,free,pm
222481729,data,learn,talk
222504388,church,st,mass
222532456,park,august,free
222532488,park,august,free
222532548,park,august,free
222532646,park,august,free
222532774,park,august,free
222532804,park,august,free
222532852,park,august,free
222535082,university,pm,center
222573371,park,august,free
222573399,park,august,free
222573428,park,august,free
222573507,park,august,free
222573514,park,august,free
222593566,please,also,tickets
222642215,amp,tour,cruise
222644982,games,th,weekend
222645212,event,food,amp
222651296,church,st,mass
222695100,event,food,amp
222698754,amp,tour,cruise
222789986,data,learn,talk
222791719,well,come,us
222916491,event,food,amp
222916768,university,pm,center
222989948,data,learn,talk
222994406,event,food,amp
222995096,pm,show,comedy
222998573,film,life,world
223036629,well,come,us
223036653,well,come,us
223036690,well,come,us
223036695,well,come,us
223097105,pm,parking,meet
223141331,data,learn,talk
223156052,event,food,amp
223182042,well,come,us
223182626,film,life,world
223193650,please,also,tickets
223251565,data,learn,talk
223271104,well,come,us
223273978,please,also,tickets
223274145,please,also,tickets
223298437,park,outdoor,mall
223333453,data,learn,talk
223344751,data,learn,talk
223344791,data,learn,talk
223403613,data,learn,talk
223424913,lesson,energy,healing
223440674,event,food,amp
223465348,please,may,come
223469491,well,come,us
223497756,event,food,amp
223527142,please,also,tickets
223529636,film,life,world
223538687,film,life,world
223544536,please,also,tickets
223558654,please,also,tickets
223573755,us,event,community
223576078,data,learn,talk
223578214,event,food,amp
223582410,park,outdoor,mall
223583006,please,also,tickets
223586961,film,life,world
223609933,film,life,world
223612341,data,learn,talk
223613067,data,learn,talk
223615163,us,event,community
223622978,film,life,world
223628783,film,life,world
223635252,pm,parking,meet
223635341,please,also,tickets
223644309,us,event,community
223651693,happy,pm,hour
223652600,film,life,world
223656136,event,food,amp
223674767,music,bring,play
223680883,us,event,community
223688079,us,event,community
223688319,class,free,pm
223714286,church,st,mass
223716146,music,jazz,concert
223716174,music,bring,play
223735600,university,pm,center
223736102,music,bring,play
223738597,pm,show,comedy
223744728,data,learn,talk
223745352,well,come,us
223749701,games,th,weekend
223749708,games,th,weekend
223762436,class,free,pm
223770928,amp,tour,cruise
223775081,film,life,world
223785168,church,st,mass
223785191,church,st,mass
223786267,data,learn,talk
223789582,amp,tour,cruise
223793731,lesson,energy,healing
223796745,class,free,pm
223796747,class,free,pm
223796750,class,free,pm
223802970,us,event,community
223814159,please,also,tickets
223816275,lesson,energy,healing
223817560,well,come,us
223817591,well,come,us
223820065,pm,parking,meet
223834208,data,learn,talk
223835413,us,event,community
223839628,data,learn,talk
223841561,data,learn,talk
223847041,class,free,pm
223871244,pm,parking,meet
223875838,well,come,us
223880757,music,jazz,concert
223885410,data,learn,talk
223889426,lesson,energy,healing
223890951,well,come,us
223898098,event,food,amp
223900812,film,life,world
223901014,pm,parking,meet
223920838,event,food,amp
223923123,film,life,world
223927310,university,pm,center
223940130,please,also,tickets
223940456,well,come,us
223941124,please,also,tickets
223948965,pm,parking,meet
223956033,data,learn,talk
223958580,pm,parking,meet
223961887,group,work,many
223973539,class,free,pm
223977982,data,learn,talk
223992811,well,come,us
223996210,well,come,us
224008671,church,st,mass
224008991,church,st,mass
224016992,lesson,energy,healing
224017162,lesson,energy,healing
224017195,us,event,community
224022349,university,pm,center
224027233,well,come,us
224032167,pm,show,comedy
224035182,event,food,amp
224037299,group,work,many
224037942,music,jazz,concert
224038722,music,jazz,concert
224041463,lesson,energy,healing
224043472,university,pm,center
224044455,music,bring,play
224044602,well,come,us
224047412,please,also,tickets
224048853,well,come,us
224054799,group,work,many
224055007,group,work,many
224064004,church,st,mass
224071825,dance,salsa,lesson
224072699,film,life,world
224073587,event,food,amp
224075612,pm,show,comedy
224075825,pm,show,comedy
224078820,amp,tour,cruise
224078862,amp,tour,cruise
224078946,amp,tour,cruise
224078991,amp,tour,cruise
224082169,class,free,pm
224083346,well,come,us
224084614,well,come,us
224091986,event,food,amp
224092005,event,food,amp
224092861,music,bring,play
224093126,music,bring,play
224095427,event,food,amp
224095996,well,come,us
224100799,church,st,mass
224101770,data,learn,talk
224105825,well,come,us
224106146,please,also,tickets
224109760,please,also,tickets
224119569,pm,show,comedy
224128785,data,learn,talk
224130289,well,come,us
224131189,pm,show,comedy
224133624,pm,show,comedy
224134620,data,learn,talk
224136441,happy,pm,hour
224136565,happy,pm,hour
224136597,happy,pm,hour
224136644,happy,pm,hour
224136667,happy,pm,hour
224141871,games,th,weekend
224146172,film,life,world
224149905,amp,tour,cruise
224150584,university,pm,center
224151018,film,life,world
224156291,us,games,sign
224158317,well,come,us
224165813,church,st,mass
224167603,please,also,tickets
224168509,film,life,world
224168541,film,life,world
224168575,lesson,energy,healing
224168591,music,bring,play
224168597,music,bring,play
224169313,film,life,world
224175620,class,beginners,yoga
224176626,park,august,free
224176641,film,life,world
224179527,us,event,community
224183045,university,pm,center
224183878,game,play,players
224184237,university,pm,center
224185571,event,food,amp
224187147,happy,pm,hour
224187177,well,come,us
224187298,park,outdoor,mall
224189968,church,st,mass
224189981,church,st,mass
224190000,church,st,mass
224190220,church,st,mass
224192667,please,may,come
224194870,skate,class,pm
224204561,data,learn,talk
